Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,
Maceio,-9.52,-35.78,-3,115,,,,,,,,,,,,,,

Mês,Dia,Hora,TBS {C},TBU {C},T. Pto Orvalho {C},Pressao Atmosferica {kPa},Umidade {kg/kg},U. R. {%},Densidade do ar {kg/m3},Entalpia {BTU/LB},Velocidade do Vento {m/s},Direção do Vento {graus},Cobertura Total de Nuvens {decimas},Rad Horizontal Extraterreste {Wh/m2},Rad Global Horizontal {Wh/m2},Rad Direta {Wh/m2},Rad Direta Normal {Wh/m2},Rad Difusa Horizontal {Wh/m2}
1,7,2,21.8,20.8,20.1,99.9,0.015249969,92,1.151901162,60.5402429,0,0,0,0,0,0,0,0
1,7,3,21.6,20.7,20.0,99.8,0.015209347,92,1.151602352,60.2315579,0,0,0,0,0,0,0,0
1,7,4,21.4,20.6,19.9,99.8,0.015153184,93,1.152485876,59.88343473,0,0,0,0,0,0,0,0
1,7,5,20.9,20.3,19.7,99.8,0.014946075,95,1.15482095,58.84396616,0,0,0,0,0,0,0,0
1,7,6,20.5,20.0,19.5,99.9,0.01468669,96,1.158024328,57.77485598,0,0,0,0,0,0,0,0
1,7,7,21.6,20.4,19.6,99.9,0.014775731,90,1.153541277,59.13017943,0,0,0,150,110,87,211,22
1,7,8,23.8,21.7,20.5,100.0,0.015683474,83,1.144509613,63.69811582,3,60,0,476,348,277,386,71
1,7,9,26.5,22.5,20.6,100.0,0.01573508,71,1.134105211,66.60608337,5,90,5,776,508,344,172,165
1,7,10,27.0,23.0,21.1,100.0,0.016284225,72,1.131241835,68.52045843,5,120,8,1029,504,161,431,343
1,7,11,28.5,23.0,20.5,100.0,0.015655566,63,1.126726355,68.45993241,5,90,6,1218,743,433,655,310
1,7,12,30.0,23.0,19.8,100.0,0.015028292,56,1.122255302,68.39953969,5,90,4,1330,917,679,681,239
1,7,13,30.2,23.1,19.9,100.0,0.015097845,55,1.121392951,68.78270817,6,90,4,1357,936,693,702,243
1,7,14,30.5,23.0,19.6,99.9,0.014837911,53,1.119621577,68.4264791,6,90,4,1298,895,663,720,233
1,7,15,29.5,23.0,20.1,99.9,0.015255647,58,1.122584571,68.46669789,5,90,4,1156,798,590,799,207
1,7,16,30.0,22.5,19.0,99.8,0.014308164,53,1.121278403,66.55950498,5,120,3,942,673,524,850,150
1,7,17,29.5,22.5,19.3,99.8,0.01451666,55,1.122762929,66.57914217,7,100,1,669,492,395,797,97
1,7,18,28.5,22.5,19.7,99.8,0.014934111,60,1.125746657,66.61845981,5,120,1,357,262,211,440,52
1,7,19,25.0,22.2,20.7,99.9,0.015933279,79,1.13831732,65.5681212,3,100,1,56,41,33,80,8
1,7,20,24.6,22.0,20.6,99.9,0.015804887,80,1.140076013,64.82980609,3,70,1,0,0,0,0,0
1,7,21,24.2,22.0,20.8,99.9,0.015972632,83,1.141309477,64.84525413,3,80,0,0,0,0,0,0
1,7,22,23.4,21.6,20.5,100.0,0.015705809,86,1.146013238,63.34359575,0,0,0,0,0,0,0,0
1,7,23,23.0,21.6,20.7,100.0,0.01587356,89,1.147259315,63.35876331,2,60,0,0,0,0,0,0
1,7,24,22.3,21.4,20.7,99.9,0.015894722,92,1.148789387,62.69248563,0,0,0,0,0,0,0,0
1,8,1,21.4,20.7,20.1,99.9,0.015277134,94,1.153416277,60.19822219,0,0,0,0,0,0,0,0
1,8,2,21.1,20.6,20.1,99.8,0.015278836,96,1.153433405,59.89426988,0,0,0,0,0,0,0,0
1,8,3,20.9,20.3,19.7,99.8,0.014946075,95,1.15482095,58.84396616,0,0,0,0,0,0,0,0
1,8,4,20.8,20.3,19.8,99.8,0.014987931,96,1.1551379,58.84752295,2,360,5,0,0,0,0,0
1,8,5,20.8,20.3,19.8,99.8,0.014987931,96,1.1551379,58.84752295,0,0,6,0,0,0,0,0
1,8,6,21.0,20.5,20.0,99.8,0.015181314,96,1.154002133,59.54391323,0,0,9,0,0,0,0,0
1,8,7,21.3,20.5,19.8,99.9,0.015039918,93,1.154237664,59.49306681,0,0,9,148,61,11,127,50
1,8,8,22.7,21.4,20.5,100.0,0.015710254,89,1.148716771,62.63505034,0,0,6,474,289,168,444,121
1,8,9,26.4,22.6,20.8,100.1,0.01590955,73,1.135307688,66.94790614,3,70,4,774,534,395,390,139
1,8,10,27.4,23.4,21.5,100.1,0.016715947,72,1.130101593,70.03330487,2,120,6,1028,627,365,431,262
1,8,11,29.3,23.8,21.4,100.0,0.016565568,64,1.122144591,71.60658009,5,150,6,1217,742,432,568,310
1,8,12,29.9,23.4,20.5,100.0,0.015686609,58,1.121466619,69.97880719,4,120,5,1330,871,589,591,282
1,8,13,30.5,23.9,21.0,100.0,0.01622086,58,1.118313681,71.96137099,4,120,5,1358,889,601,702,288
1,8,14,31.0,24.4,21.6,99.9,0.016833535,59,1.114289041,74.04259059,4,160,4,1299,896,663,832,233
1,8,15,30.8,24.4,21.7,99.8,0.016937677,60,1.11372454,74.10276288,3,150,1,1158,851,683,849,168
1,8,16,30.0,24.0,21.4,99.8,0.016628997,61,1.117203376,72.48958216,4,160,1,944,694,557,853,137
1,8,17,28.6,23.8,21.7,99.8,0.016898321,67,1.121913596,71.73504259,4,130,1,671,493,396,801,97
1,8,18,27.4,23.2,21.2,99.8,0.016461721,70,1.127163339,69.38491092,4,120,1,359,264,212,443,52
1,8,19,25.2,23.0,21.8,99.8,0.017077439,83,1.134380892,68.68745861,2,120,1,57,42,34,80,8
1,8,20,24.2,22.4,21.4,99.9,0.016567828,86,1.140245632,66.35983827,0,0,0,0,0,0,0,0
1,8,21,24.0,22.4,21.4,99.9,0.016651883,87,1.140862907,66.36771979,0,0,3,0,0,0,0,0
1,8,22,23.7,21.8,20.7,100.0,0.015871348,85,1.144557939,64.0731939,0,0,3,0,0,0,0,0
1,8,23,22.9,21.5,20.6,100.0,0.015770651,89,1.147832028,62.99426958,0,0,0,0,0,0,0,0
1,8,24,22.6,21.4,20.6,100.0,0.01575219,90,1.149029615,62.63880697,0,0,0,0,0,0,0,0
1,9,1,22.4,21.0,20.1,99.9,0.015281042,88,1.149506617,61.23573027,0,0,0,0,0,0,0,0
1,9,2,22.1,21.0,20.2,99.8,0.015423008,91,1.149266758,61.28817554,0,0,0,0,0,0,0,0
1,9,3,21.8,21.0,20.3,99.8,0.015548741,93,1.15020881,61.29922817,0,0,4,0,0,0,0,0
1,9,4,20.9,20.4,19.9,99.8,0.015084347,96,1.154570297,59.19500012,0,0,3,0,0,0,0,0
1,9,5,20.7,20.3,19.8,99.8,0.015029794,97,1.155455065,58.85108026,0,0,1,0,0,0,0,0
1,9,6,19.9,19.4,18.9,99.9,0.014129865,96,1.161411086,55.74633131,0,0,5,0,0,0,0,0
1,9,7,22.3,20.1,18.8,99.9,0.014071039,82,1.152083254,58.05804945,0,0,5,145,95,64,209,31
1,9,8,23.4,21.4,20.2,99.9,0.015433549,84,1.145356244,62.65117361,0,0,1,471,346,278,511,68
1,9,9,26.0,22.6,20.9,100.0,0.016095231,75,1.135359548,67.0095222,4,60,1,772,568,455,389,112
1,9,10,28.5,22.5,19.7,100.0,0.014898388,60,1.128065934,66.52727956,4,90,6,1026,626,365,190,261
1,9,11,29.2,21.9,18.4,100.0,0.013719407,53,1.127541569,64.23533175,4,60,8,1217,596,191,201,405
1,9,12,30.5,21.7,17.4,99.9,0.012905637,46,1.12302921,63.48748447,5,80,8,1330,652,209,591,443
1,9,13,30.5,22.5,18.8,99.8,0.014099821,51,1.119798738,66.53988218,5,100,5,1358,890,602,703,288
1,9,14,31.1,23.0,19.4,99.8,0.014605997,51,1.116701766,68.44951313,6,110,4,1300,897,664,833,233
1,9,15,30.5,23.0,19.6,99.7,0.014874832,53,1.117315312,68.52085194,5,110,1,1159,852,684,803,168
1,9,16,29.9,22.4,18.9,99.7,0.014218158,53,1.120683034,66.22696046,5,100,3,946,676,526,741,150
1,9,17,29.4,22.9,19.9,99.6,0.015199887,58,1.11968135,68.22153007,5,100,4,673,465,344,795,121
1,9,18,27.4,22.2,19.7,99.7,0.014963736,64,1.12868221,65.56436555,6,120,0,361,264,210,449,54
1,9,19,25.5,21.5,19.5,99.7,0.014732713,71,1.136274986,63.024624,5,100,0,58,42,34,82,9
1,9,20,24.7,21.3,19.5,99.7,0.014779258,74,1.13924364,62.32183633,3,90,0,0,0,0,0,0
1,9,21,24.2,21.1,19.4,99.8,0.014686251,76,1.142470771,61.57182404,2,90,0,0,0,0,0,0
1,9,22,24.0,21.0,19.4,99.9,0.014611721,77,1.144519238,61.17689286,0,0,0,0,0,0,0,0
1,9,23,23.4,20.8,19.4,99.9,0.014580616,80,1.146890946,60.48196319,0,0,0,0,0,0,0,0
1,9,24,22.8,20.6,19.3,99.8,0.014567541,82,1.148089333,59.83293385,0,0,0,0,0,0,0,0
