Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,
Belém,-1.38,-48.48,-3,16,,,,,,,,,,,,,,

Mês,Dia,Hora,TBS {C},TBU {C},T. Pto Orvalho {C},Pressao Atmosferica {kPa},Umidade {kg/kg},U. R. {%},Densidade do ar {kg/m3},Entalpia {BTU/LB},Velocidade do Vento {m/s},Direção do Vento {graus},Cobertura Total de Nuvens {decimas},Rad Horizontal Extraterreste {Wh/m2},Rad Global Horizontal {Wh/m2},Rad Direta {Wh/m2},Rad Direta Normal {Wh/m2},Rad Difusa Horizontal {Wh/m2}
1,8,18,24.3,23.7,23.1,100.8,0.0184,95,1.146913589,71.0,5,90,10,262,121,32,81,89
1,8,19,23.8,23.2,22.6,100.8,0.0178,95,1.149865761,69.1,2,30,9,14,7,3,9,4
1,8,20,23.8,23.5,23.1,100.9,0.0182,98,1.150202573,70.2,0,0,8,0,0,0,0,0
1,8,21,23.8,23.6,23.2,100.9,0.0184,98,1.149921432,70.6,0,0,0,0,0,0,0,0
1,8,22,23.7,23.5,23.1,101,0.0183,98,1.151688053,70.2,0,0,0,0,0,0,0,0
1,8,23,23.6,23.5,23.1,101,0.0183,99,1.152000142,70.2,0,0,0,0,0,0,0,0
1,8,24,23.6,23.5,23.1,101.1,0.0183,99,1.153174379,70.1,0,0,0,0,0,0,0,0
1,9,1,23.5,23.4,23.0,101.1,0.0182,99,1.153767494,69.7,0,0,0,0,0,0,0,0
1,9,2,23.5,23.4,23.0,101,0.0182,99,1.152592861,69.8,0,0,0,0,0,0,0,0
1,9,3,23.6,23.2,22.7,100.9,0.0179,97,1.151663469,69.0,0,0,0,0,0,0,0,0
1,9,4,23.6,23.1,22.6,100.9,0.0177,96,1.151940537,68.6,0,0,0,0,0,0,0,0
1,9,5,23.6,23.3,22.9,100.9,0.0180,98,1.151385344,69.4,0,0,6,0,0,0,0,0
1,9,6,23.5,23.1,22.6,100.9,0.0177,97,1.152252879,68.6,0,0,6,0,0,0,0,0
